coding,selectable,parent_id,node_id,meaning,Level
1114005,Y,1114,1114005,Manager (professional association),4.0
1114006,Y,1114,1114006,Manager (religious organisation),4.0
1114007,Y,1114,1114007,Manager (trade association),4.0
1114008,Y,1114,1114008,Manager (trade union),4.0
1114009,Y,1114,1114009,"Manager, branch (trade association)",4.0
1114010,Y,1114,1114010,"Manager, development, donor (charitable organisation)",4.0
1114011,Y,1114,1114011,Ombudsman,4.0
1114012,Y,1114,1114012,"Organiser, national (charitable organisation)",4.0
1114013,Y,1114,1114013,"Organiser, national (trade union)",4.0
1114014,Y,1114,1114014,President (trade union),4.0
1114015,Y,1114,1114015,"President, union",4.0
1114016,Y,1114,1114016,"Secretary, area (charitable organisation)",4.0
1114017,Y,1114,1114017,"Secretary, area (professional organisation)",4.0
1114018,Y,1114,1114018,"Secretary, area (trade association)",4.0
1114019,Y,1114,1114019,"Secretary, area (trade union)",4.0
1114020,Y,1114,1114020,"Secretary, diocesan",4.0
1114021,Y,1114,1114021,"Secretary, general (charitable organisation)",4.0
1114022,Y,1114,1114022,"Secretary, general (professional association)",4.0
1114023,Y,1114,1114023,"Secretary, general (trade association)",4.0
1114024,Y,1114,1114024,"Secretary, general (trade union)",4.0
1114025,Y,1114,1114025,"Secretary, national (trade union)",4.0
1121001,Y,1121,1121001,Director (engineering),4.0
1121002,Y,1121,1121002,Director (manufacturing),4.0
1121003,Y,1121,1121003,Director (printing),4.0
1121004,Y,1121,1121004,Director of manufacturing,4.0
1121005,Y,1121,1121005,"Director, company (engineering)",4.0
1121006,Y,1121,1121006,"Director, company (manufacturing)",4.0
1121007,Y,1121,1121007,"Director, engineering",4.0
1121008,Y,1121,1121008,"Director, managing (engineering)",4.0
1121009,Y,1121,1121009,"Director, managing (manufacturing)",4.0
1121010,Y,1121,1121010,"Director, manufacturing",4.0
1121011,Y,1121,1121011,"Director, operations (manufacturing)",4.0
1121012,Y,1121,1121012,"Director, technical",4.0
1121013,Y,1121,1121013,"Engineer, superintendent",4.0
1121014,Y,1121,1121014,"Foreman, general (manufacturing)",4.0
1121015,Y,1121,1121015,"Foreman, senior (manufacturing)",4.0
1121016,Y,1121,1121016,"Foreman, works (manufacturing)",4.0
1121017,Y,1121,1121017,Manager (coke ovens),4.0
1121018,Y,1121,1121018,Manager (engineering),4.0
1121019,Y,1121,1121019,Manager (manufacturing),4.0
1121020,Y,1121,1121020,Manager (mineral oil processing),4.0
1121021,Y,1121,1121021,Manager (nuclear fuel production),4.0
1121022,Y,1121,1121022,Manager (packing company),4.0
1121023,Y,1121,1121023,Manager (printing),4.0
1121024,Y,1121,1121024,"Manager (ship building, repairing)",4.0
1121025,Y,1121,1121025,Manager (solid fuel mfr),4.0
1121026,Y,1121,1121026,Manager (steelworks),4.0
1121027,Y,1121,1121027,"Manager, abattoir",4.0
1121028,Y,1121,1121028,"Manager, bakery",4.0
1121029,Y,1121,1121029,"Manager, brewery",4.0
1121030,Y,1121,1121030,"Manager, composition",4.0
1121031,Y,1121,1121031,"Manager, contract (manufacturing)",4.0
1121032,Y,1121,1121032,"Manager, contracts (manufacturing)",4.0
1121033,Y,1121,1121033,"Manager, control, materials",4.0
1121034,Y,1121,1121034,"Manager, control, production",4.0
1121035,Y,1121,1121035,"Manager, dairy (food products mfr)",4.0
1121036,Y,1121,1121036,"Manager, district (manufacturing)",4.0
1121037,Y,1121,1121037,"Manager, divisional (manufacturing)",4.0
1121038,Y,1121,1121038,"Manager, electro-plating",4.0
1121039,Y,1121,1121039,"Manager, engineering",4.0
1121040,Y,1121,1121040,"Manager, factory",4.0
1121041,Y,1121,1121041,"Manager, floor (manufacturing)",4.0
1121042,Y,1121,1121042,"Manager, foundry",4.0
1121043,Y,1121,1121043,"Manager, general (manufacturing)",4.0
1121044,Y,1121,1121044,"Manager, house, dye",4.0
1121045,Y,1121,1121045,"Manager, maintenance",4.0
1121046,Y,1121,1121046,"Manager, manufacturing",4.0
1121047,Y,1121,1121047,"Manager, mill",4.0
1121048,Y,1121,1121048,"Manager, office, printing (PO)",4.0
1121049,Y,1121,1121049,"Manager, operations",4.0
1121050,Y,1121,1121050,"Manager, plant",4.0
1121051,Y,1121,1121051,"Manager, print",4.0
1121052,Y,1121,1121052,"Manager, printing",4.0
1121053,Y,1121,1121053,"Manager, production",4.0
1121054,Y,1121,1121054,"Manager, progress",4.0
1121055,Y,1121,1121055,"Manager, project (manufacturing)",4.0
1121056,Y,1121,1121056,"Manager, projects",4.0
1121057,Y,1121,1121057,"Manager, publications (technical)",4.0
1121058,Y,1121,1121058,"Manager, publications, technical",4.0
1121059,Y,1121,1121059,"Manager, regional (manufacturing)",4.0
1121060,Y,1121,1121060,"Manager, reprographics",4.0
1121061,Y,1121,1121061,"Manager, room, composing",4.0
1121062,Y,1121,1121062,"Manager, room, print",4.0
1121063,Y,1121,1121063,"Manager, room, tool",4.0
1121064,Y,1121,1121064,"Manager, service",4.0
1121065,Y,1121,1121065,"Manager, services, technical",4.0
1121066,Y,1121,1121066,"Manager, shift",4.0
1121067,Y,1121,1121067,"Manager, shop (manufacturing)",4.0
1121068,Y,1121,1121068,"Manager, shop (metal trades)",4.0
1121069,Y,1121,1121069,"Manager, shop, colour",4.0
1121070,Y,1121,1121070,"Manager, steelworks",4.0
1121071,Y,1121,1121071,"Manager, systems (printing)",4.0
1121072,Y,1121,1121072,"Manager, technical",4.0
1121073,Y,1121,1121073,"Manager, textile",4.0
1121074,Y,1121,1121074,"Manager, works",4.0
1121075,Y,1121,1121075,"Manager, workshop",4.0
1121076,Y,1121,1121076,"Manager, workshops",4.0
1121077,Y,1121,1121077,"Manager, yard, boat",4.0
1121078,Y,1121,1121078,"Manager, yard, ship",4.0
1121079,Y,1121,1121079,Owner (engineering works),4.0
1121080,Y,1121,1121080,Owner (manufacturing),4.0
1121081,Y,1121,1121081,Owner (sawmill),4.0
1121082,Y,1121,1121082,Owner (textile mill),4.0
1121083,Y,1121,1121083,"Owner, foundry",4.0
1121084,Y,1121,1121084,"Owner, mill, textile",4.0
1121085,Y,1121,1121085,"Owner, sawmill",4.0
1122001,Y,1122,1122001,Agent (building and contracting),4.0
1122002,Y,1122,1122002,"Agent, builder's",4.0
1122003,Y,1122,1122003,"Agent, contractor's",4.0
1122004,Y,1122,1122004,"Agent, engineering, civil",4.0
1122005,Y,1122,1122005,"Agent, site",4.0
1122006,Y,1122,1122006,Clerk of works,4.0
1122007,Y,1122,1122007,Director (building and contracting),4.0
1122008,Y,1122,1122008,Director (civil engineering),4.0
1122009,Y,1122,1122009,"Director, building",4.0
1122010,Y,1122,1122010,"Director, contracts (construction)",4.0
1122011,Y,1122,1122011,"Director, managing (building and construction)",4.0
1122012,Y,1122,1122012,"Manager (alarm, security installation)",4.0
1122013,Y,1122,1122013,Manager (building and contracting),4.0
1122014,Y,1122,1122014,Manager (civil engineering),4.0
1122015,Y,1122,1122015,Manager (coal mine: opencast),4.0
1122016,Y,1122,1122016,Manager (electrical contracting),4.0
1122017,Y,1122,1122017,Manager (local government: highways dept),4.0
1122018,Y,1122,1122018,"Manager, area (construction)",4.0
1122019,Y,1122,1122019,"Manager, building",4.0
1122020,Y,1122,1122020,"Manager, commercial (building and contracting)",4.0
1122021,Y,1122,1122021,"Manager, construction",4.0
1122022,Y,1122,1122022,"Manager, contract (building and contracting)",4.0
1122023,Y,1122,1122023,"Manager, contracts (building and contracting)",4.0
1122024,Y,1122,1122024,"Manager, contracts, building",4.0
1122025,Y,1122,1122025,"Manager, demolition",4.0
1122026,Y,1122,1122026,"Manager, development (building and contracting)",4.0
1122027,Y,1122,1122027,"Manager, highway",4.0
1122028,Y,1122,1122028,"Manager, highways",4.0
1122029,Y,1122,1122029,"Manager, maintenance (buildings and other structures)",4.0
1122030,Y,1122,1122030,"Manager, maintenance, property",4.0
1122031,Y,1122,1122031,"Manager, plant (building and contracting)",4.0
1122032,Y,1122,1122032,"Manager, production (building and contracting)",4.0
1122033,Y,1122,1122033,"Manager, projects (building and contracting)",4.0
1122034,Y,1122,1122034,"Manager, services, building",4.0
1122035,Y,1122,1122035,"Manager, services, site",4.0
1122036,Y,1122,1122036,"Manager, site",4.0
1122037,Y,1122,1122037,"Manager, works (building and contracting)",4.0
1122038,Y,1122,1122038,Master of works,4.0
1122039,Y,1122,1122039,Merchant (building and contracting),4.0
1122040,Y,1122,1122040,Owner (building and contracting),4.0
1122041,Y,1122,1122041,Owner (electrical contracting),4.0
1122042,Y,1122,1122042,"Owner (plumbing, heating contracting)",4.0
1122043,Y,1122,1122043,Owner (property renovation),4.0
1122044,Y,1122,1122044,Sub-agent (building and construction),4.0
1123001,Y,1123,1123001,Agent (mining),4.0
1123002,Y,1123,1123002,"Agent, colliery",4.0
1123003,Y,1123,1123003,"Agent, mine",4.0
1123004,Y,1123,1123004,"Agent, surface",4.0
1123005,Y,1123,1123005,"Boss, mine",4.0
1123006,Y,1123,1123006,Manager (electricity supplier),4.0
1123007,Y,1123,1123007,Manager (mine (not opencast): quarry),4.0
1123008,Y,1123,1123008,Manager (public utilities),4.0
1123009,Y,1123,1123009,Manager (quarrying and extraction),4.0
1123010,Y,1123,1123010,Manager (well drilling),4.0
1123011,Y,1123,1123011,"Manager, colliery",4.0
1123012,Y,1123,1123012,"Manager, distribution (energy suppliers)",4.0
1123013,Y,1123,1123013,"Manager, exploration, oil",4.0
1123014,Y,1123,1123014,"Manager, gas",4.0
1123015,Y,1123,1123015,"Manager, installation, offshore",4.0
1123016,Y,1123,1123016,"Manager, installations, offshore",4.0
1123017,Y,1123,1123017,"Manager, operations (mining, water and energy)",4.0
1123018,Y,1123,1123018,"Manager, planning (public utilities)",4.0
1123019,Y,1123,1123019,"Manager, quarry",4.0
1123020,Y,1123,1123020,"Manager, station, power",4.0
1123021,Y,1123,1123021,Overman,4.0
1123022,Y,1123,1123022,Owner (quarry),4.0
1123023,Y,1123,1123023,"Pusher, tool",4.0
1131001,Y,1131,1131001,ACIS,4.0
1131002,Y,1131,1131002,Banker,4.0
1131003,Y,1131,1131003,"Banker, international",4.0
1131004,Y,1131,1131004,"Banker, investment",4.0
1131005,Y,1131,1131005,"Banker, merchant",4.0
1131006,Y,1131,1131006,"Chamberlain, burgh",4.0
1131007,Y,1131,1131007,"Chamberlain, city",4.0
1131008,Y,1131,1131008,Director and Secretary,4.0
1131009,Y,1131,1131009,Director of finance,4.0
1131010,Y,1131,1131010,"Director, finance",4.0
1131011,Y,1131,1131011,"Director, financial",4.0
1131012,Y,1131,1131012,FCIS,4.0
1131013,Y,1131,1131013,Manager (accountancy services),4.0
1131014,Y,1131,1131014,Manager (accountancy),4.0
1131015,Y,1131,1131015,Manager (banking: merchant),4.0
1131016,Y,1131,1131016,Manager (credit company),4.0
1131017,Y,1131,1131017,Manager (financial services),4.0
1131018,Y,1131,1131018,Manager (loan company),4.0
1131019,Y,1131,1131019,Manager (money lending),4.0
1131020,Y,1131,1131020,"Manager, VAT",4.0
1131021,Y,1131,1131021,"Manager, assessment, credit",4.0
1131022,Y,1131,1131022,"Manager, branch (credit company)",4.0
1131023,Y,1131,1131023,"Manager, branch (financial services)",4.0
1131024,Y,1131,1131024,"Manager, client (financial services)",4.0
1131025,Y,1131,1131025,"Manager, control, credit",4.0
1131026,Y,1131,1131026,"Manager, credit",4.0
1131027,Y,1131,1131027,"Manager, derivatives",4.0
1131028,Y,1131,1131028,"Manager, development, agency",4.0
1131029,Y,1131,1131029,"Manager, exchange, foreign",4.0
1131030,Y,1131,1131030,"Manager, finance",4.0
1131031,Y,1131,1131031,"Manager, financial",4.0
1131032,Y,1131,1131032,"Manager, fund",4.0
1131033,Y,1131,1131033,"Manager, house, acceptance",4.0
1131034,Y,1131,1131034,"Manager, insolvency",4.0
1131035,Y,1131,1131035,"Manager, investment",4.0
1131036,Y,1131,1131036,"Manager, market, money",4.0
1131037,Y,1131,1131037,"Manager, markets (financial services)",4.0
1131038,Y,1131,1131038,"Manager, office (credit control)",4.0
1131039,Y,1131,1131039,"Manager, practice, insolvency",4.0
1131040,Y,1131,1131040,"Manager, purchase, hire",4.0
1131041,Y,1131,1131041,"Manager, systems, financial",4.0
1131042,Y,1131,1131042,"Manager, tax",4.0
1131043,Y,1131,1131043,"Manager, taxation",4.0
1131044,Y,1131,1131044,"Manager, treasury",4.0
1131045,Y,1131,1131045,"Manager, valuation",4.0
1131046,Y,1131,1131046,Principal (banking),4.0
1131047,Y,1131,1131047,Registrar,4.0
1131048,Y,1131,1131048,Registrar of stock,4.0
1131049,Y,1131,1131049,Registrar of stocks and bonds,4.0
1131050,Y,1131,1131050,"Registrar, company",4.0
1131051,Y,1131,1131051,Secretary and company director,4.0
1131052,Y,1131,1131052,Secretary and legal adviser,4.0
1131053,Y,1131,1131053,Secretary of health authority,4.0
1131054,Y,1131,1131054,Secretary of health board,4.0
1131055,Y,1131,1131055,"Secretary, chartered",4.0
1131056,Y,1131,1131056,"Secretary, company (director)",4.0
1131057,Y,1131,1131057,Secretary-accountant,4.0
1131058,Y,1131,1131058,Secretary-director,4.0
1131059,Y,1131,1131059,Treasurer (qualified),4.0
1131060,Y,1131,1131060,"Treasurer, company",4.0
1131061,Y,1131,1131061,"Treasurer, county",4.0
1132001,Y,1132,1132001,Director of business development,4.0
1132002,Y,1132,1132002,Director of marketing,4.0
1132003,Y,1132,1132003,Director of sales,4.0
1132004,Y,1132,1132004,"Director, account",4.0
1132005,Y,1132,1132005,"Director, commercial",4.0
1132006,Y,1132,1132006,"Director, development, business",4.0
1132007,Y,1132,1132007,"Director, export",4.0
1132008,Y,1132,1132008,"Director, marketing",4.0
1132009,Y,1132,1132009,"Director, sales",4.0
1132010,Y,1132,1132010,"Director, sales and export",4.0
1132011,Y,1132,1132011,"Director, sales and marketing",4.0
1132012,Y,1132,1132012,Head of business development,4.0
1132013,Y,1132,1132013,Manager (marketing),4.0
1132014,Y,1132,1132014,Manager (telephone sales),4.0
1132015,Y,1132,1132015,Manager (airbrokers),4.0
1132016,Y,1132,1132016,Manager (commission agents),4.0
1132017,Y,1132,1132017,Manager (export agency),4.0
1132018,Y,1132,1132018,Manager (import agency),4.0
1132019,Y,1132,1132019,Manager (market research),4.0
1132020,Y,1132,1132020,Manager (ship brokers),4.0
1132021,Y,1132,1132021,"Manager, account (sales)",4.0
1132022,Y,1132,1132022,"Manager, account (marketing)",4.0
1132023,Y,1132,1132023,"Manager, account, national",4.0
1132024,Y,1132,1132024,"Manager, account, sales",4.0
1132025,Y,1132,1132025,"Manager, account, telesales",4.0
1132026,Y,1132,1132026,"Manager, advertising, sales",4.0
1132027,Y,1132,1132027,"Manager, agents, commission",4.0
1132028,Y,1132,1132028,"Manager, area (pools promoters)",4.0
1132029,Y,1132,1132029,"Manager, area (sales force)",4.0
1132030,Y,1132,1132030,"Manager, area (market research)",4.0
1132031,Y,1132,1132031,"Manager, area, sales",4.0
1132032,Y,1132,1132032,"Manager, brand",4.0
1132033,Y,1132,1132033,"Manager, commercial",4.0
1132034,Y,1132,1132034,"Manager, communications",4.0
1132035,Y,1132,1132035,"Manager, contract (marketing)",4.0
1132036,Y,1132,1132036,"Manager, contracts",4.0
1132037,Y,1132,1132037,"Manager, development, business",4.0
1132038,Y,1132,1132038,"Manager, development, corporate",4.0
1132039,Y,1132,1132039,"Manager, development, market",4.0
1132040,Y,1132,1132040,"Manager, development, marketing",4.0
1132041,Y,1132,1132041,"Manager, development, product",4.0
1132042,Y,1132,1132042,"Manager, development, sales",4.0
1132043,Y,1132,1132043,"Manager, district (assurance company)",4.0
1132044,Y,1132,1132044,"Manager, district (insurance)",4.0
1132045,Y,1132,1132045,"Manager, export",4.0
1132046,Y,1132,1132046,"Manager, field",4.0
1132047,Y,1132,1132047,"Manager, force, sales",4.0
1132048,Y,1132,1132048,"Manager, import",4.0
1132049,Y,1132,1132049,"Manager, label (music publishing)",4.0
1132050,Y,1132,1132050,"Manager, marketing",4.0
1132051,Y,1132,1132051,"Manager, merchandise",4.0
1132052,Y,1132,1132052,"Manager, operations, commercial",4.0
1132053,Y,1132,1132053,"Manager, pricing",4.0
1132054,Y,1132,1132054,"Manager, product",4.0
1132055,Y,1132,1132055,"Manager, products",4.0
1132056,Y,1132,1132056,"Manager, promotion, sales",4.0
1132057,Y,1132,1132057,"Manager, promotions (marketing)",4.0
1132058,Y,1132,1132058,"Manager, regional (sales force)",4.0
1132059,Y,1132,1132059,"Manager, research, market",4.0
1132060,Y,1132,1132060,"Manager, rights (publishing company)",4.0
1132061,Y,1132,1132061,"Manager, sales",4.0
1132062,Y,1132,1132062,"Manager, sales and advertising",4.0
1132063,Y,1132,1132063,"Manager, sales and commercial",4.0
1132064,Y,1132,1132064,"Manager, sales and marketing",4.0
1132065,Y,1132,1132065,"Manager, sales and service",4.0
1132066,Y,1132,1132066,"Manager, sales, advertisement",4.0
1132067,Y,1132,1132067,"Manager, sales, advertising",4.0
1132068,Y,1132,1132068,"Manager, sales, area",4.0
1132069,Y,1132,1132069,"Manager, sales, district",4.0
1132070,Y,1132,1132070,"Manager, sales, field",4.0
1132071,Y,1132,1132071,"Manager, sales, regional",4.0
1132072,Y,1132,1132072,"Manager, sales, telephone",4.0
1132073,Y,1132,1132073,"Manager, services, client (advertising)",4.0
1132074,Y,1132,1132074,"Manager, services, marketing",4.0
1132075,Y,1132,1132075,"Manager, strategy, business",4.0
